device,end_ts,source_id,start_ts,uid
desktop,2017-08-29 23:29:00,3,2017-08-29 23:28:00,2846519479810628
desktop,2017-11-15 16:18:00,4,2017-11-15 16:14:00,7620938547329996
desktop,2017-09-10 08:48:00,5,2017-09-10 08:35:00,13034622662358040
touch,2018-01-29 00:22:00,4,2018-01-29 00:18:00,14778436052548516
desktop,2017-11-24 11:23:00,3,2017-11-24 10:53:00,562331649916472
desktop,2018-04-18 20:27:00,3,2018-04-18 20:23:00,11755933716056482
desktop,2018-05-11 14:16:00,3,2018-05-11 14:04:00,5302469716685150
desktop,2017-11-26 21:21:00,4,2017-11-26 20:53:00,17098298980361838
desktop,2018-01-29 20:26:00,4,2018-01-29 20:24:00,909373811932528
desktop,2017-07-14 21:38:00,2,2017-07-14 21:37:00,9987177694795162
touch,2017-11-21 21:27:00,2,2017-11-21 19:49:00,15273714129857294
touch,2017-11-03 21:48:00,2,2017-11-03 21:34:00,12372406243868282
desktop,2018-03-12 16:33:00,5,2018-03-12 16:32:00,7583227574681798
touch,2017-06-29 22:38:00,1,2017-06-29 22:35:00,1243566998273757
desktop,2018-01-29 11:33:00,4,2018-01-29 11:28:00,9886991069681756
desktop,2017-11-19 19:40:00,4,2017-11-19 19:40:00,6472699560896725
desktop,2018-01-30 15:09:00,5,2018-01-30 15:07:00,12412571265548076
desktop,2018-04-29 20:27:00,4,2018-04-29 20:06:00,9087585888490456
desktop,2017-12-07 21:54:00,4,2017-12-07 21:42:00,15448489364344378
touch,2018-01-15 22:55:00,2,2018-01-15 21:51:00,10225259160915106
desktop,2018-02-17 10:37:00,3,2018-02-17 10:03:00,7951549114939347
touch,2017-10-26 08:36:00,3,2017-10-26 08:19:00,8291403923526874
touch,2017-10-15 01:04:00,5,2017-10-15 01:04:00,7144557495217980
desktop,2017-06-21 10:17:00,5,2017-06-21 10:16:00,11871914143734862
desktop,2018-01-22 14:44:00,3,2018-01-22 14:39:00,10092712834170552
desktop,2018-02-17 18:09:00,3,2018-02-17 17:59:00,7198380727578904
desktop,2018-03-26 01:27:00,4,2018-03-26 01:21:00,9927791383476468
desktop,2017-09-23 10:43:00,5,2017-09-23 10:39:00,13900839862275248
touch,2017-11-30 19:16:00,4,2017-11-30 19:14:00,9900854515413192
touch,2018-03-16 21:07:00,4,2018-03-16 21:05:00,16194694769776424
desktop,2018-05-10 15:23:00,3,2018-05-10 15:21:00,266439256015536
touch,2017-07-01 17:16:00,1,2017-07-01 17:15:00,12646477421363758
desktop,2017-09-09 20:04:00,5,2017-09-09 19:45:00,9672257826493550
touch,2017-11-04 18:39:00,5,2017-11-04 18:38:00,5191829498791099
touch,2017-12-27 23:14:00,3,2017-12-27 23:08:00,7343904688133852
desktop,2018-04-17 10:20:00,4,2018-04-17 10:17:00,10617522080213072
desktop,2017-11-20 15:52:00,2,2017-11-20 15:13:00,12780042542370480
desktop,2018-04-25 18:31:00,5,2018-04-25 18:27:00,5925598438055239
desktop,2018-04-04 20:21:00,4,2018-04-04 20:21:00,13473864099089676
touch,2018-01-25 16:05:00,4,2018-01-25 15:57:00,3949689406494117
desktop,2018-04-04 10:24:00,5,2018-04-04 10:13:00,10861651334294504
desktop,2017-08-21 19:11:00,5,2017-08-21 19:06:00,7950374850151763
desktop,2017-12-17 09:39:00,5,2017-12-17 09:38:00,240490514770737
desktop,2017-06-02 16:06:00,1,2017-06-02 15:36:00,6514572486022275
touch,2018-01-01 18:29:00,4,2018-01-01 18:25:00,3346438437496196
desktop,2018-01-19 14:37:00,3,2018-01-19 14:35:00,16309532321598344
desktop,2018-02-20 12:38:00,2,2018-02-20 12:35:00,10472881955494212
touch,2018-04-14 01:59:00,5,2018-04-14 01:23:00,11868851402104026
desktop,2017-06-12 14:25:00,4,2017-06-12 14:24:00,14567302528947314
desktop,2017-09-13 20:53:00,5,2017-09-13 20:48:00,15111177538699912
touch,2017-08-25 11:25:00,2,2017-08-25 11:24:00,2914330955665907
desktop,2017-11-24 09:25:00,9,2017-11-24 09:23:00,6679641446863275
desktop,2017-09-08 10:50:00,3,2017-09-08 10:31:00,10308642874327396
desktop,2018-03-15 21:34:00,4,2018-03-15 21:22:00,9218909192960846
desktop,2018-05-16 10:42:00,3,2018-05-16 10:37:00,13108896307219818
desktop,2017-09-23 23:27:00,2,2017-09-23 23:13:00,6717779798649820
desktop,2018-03-17 16:29:00,4,2018-03-17 16:10:00,1345962162600181
desktop,2018-02-04 04:10:00,3,2018-02-04 04:07:00,3210411673573842
desktop,2018-05-27 23:37:00,3,2018-05-27 23:28:00,17966877899296626
desktop,2017-10-30 15:28:00,2,2017-10-30 15:19:00,16655896044945708
desktop,2017-06-11 19:00:00,2,2017-06-11 18:59:00,4077863546437768
desktop,2018-04-08 11:28:00,5,2018-04-08 11:27:00,17844580909804138
desktop,2017-12-15 02:53:00,1,2017-12-15 02:31:00,6843418812504165
desktop,2018-03-03 22:00:00,1,2018-03-03 21:59:00,11067021462512120
desktop,2018-02-05 22:56:00,5,2018-02-05 22:54:00,4502358614219152
touch,2017-09-08 12:17:00,3,2017-09-08 12:16:00,16422594260648398
desktop,2018-02-19 18:36:00,10,2018-02-19 18:35:00,3995161457663182
desktop,2017-07-18 12:00:00,5,2017-07-18 11:53:00,3856958185479966
touch,2017-11-10 14:43:00,10,2017-11-10 14:41:00,2376963698499548
desktop,2017-06-18 22:32:00,4,2017-06-18 22:25:00,431959311219535
desktop,2017-12-27 16:06:00,3,2017-12-27 16:05:00,16276631066120598
desktop,2017-07-21 15:50:00,5,2017-07-21 15:42:00,8533296666782336
desktop,2017-06-16 23:39:00,3,2017-06-16 23:38:00,10341199432791978
desktop,2018-04-30 22:55:00,1,2018-04-30 22:49:00,5792492390625111
desktop,2017-10-31 15:58:00,9,2017-10-31 15:39:00,8343361761202322
desktop,2018-03-21 14:22:00,3,2018-03-21 14:07:00,12080020229679812
desktop,2017-12-12 17:54:00,2,2017-12-12 17:45:00,1266460539809659
touch,2017-10-01 09:44:00,5,2017-10-01 09:40:00,4392803712762185
touch,2017-12-30 13:55:00,2,2017-12-30 13:37:00,9695807865523672
touch,2017-06-20 21:07:00,3,2017-06-20 21:03:00,7043077534546455
desktop,2018-03-27 11:11:00,5,2018-03-27 11:00:00,16737290678816606
touch,2017-11-19 16:50:00,3,2017-11-19 16:49:00,6199844674553452
desktop,2017-09-19 14:17:00,2,2017-09-19 14:05:00,17634452482469170
touch,2018-05-29 16:48:00,3,2018-05-29 16:38:00,13107699454365730
desktop,2017-11-11 15:20:00,4,2017-11-11 14:54:00,17349529319622782
touch,2018-03-30 09:30:00,2,2018-03-30 09:29:00,8449287177195820
desktop,2017-11-25 15:06:00,3,2017-11-25 15:04:00,6135586946426733
desktop,2017-12-25 10:14:00,4,2017-12-25 10:11:00,14309182553282622
desktop,2018-02-28 16:25:00,2,2018-02-28 16:23:00,4103526784471736
desktop,2017-11-10 23:33:00,4,2017-11-10 23:30:00,8481581708861079
desktop,2017-12-29 13:40:00,3,2017-12-29 13:13:00,13057656105822490
touch,2018-03-04 12:31:00,3,2018-03-04 11:58:00,11739431219314450
desktop,2017-07-18 14:02:00,4,2017-07-18 13:57:00,14243120975131898
desktop,2017-12-12 12:09:00,4,2017-12-12 12:09:00,655701774400482
desktop,2018-01-02 23:45:00,4,2018-01-02 23:42:00,10111953476579484
desktop,2018-03-03 21:04:00,1,2018-03-03 20:48:00,6971604100074514
desktop,2017-11-30 00:24:00,2,2017-11-29 21:10:00,294085803992370
touch,2017-10-19 13:18:00,2,2017-10-19 13:18:00,4111745034181819
desktop,2017-12-03 16:16:00,3,2017-12-03 15:29:00,660831533972164
desktop,2017-11-21 13:53:00,3,2017-11-21 13:28:00,5507501402459658
touch,2018-05-15 12:18:00,2,2018-05-15 12:17:00,11653743722877456
desktop,2017-09-15 10:56:00,3,2017-09-15 10:39:00,7225125819688885
touch,2017-11-12 11:44:00,5,2017-11-12 11:41:00,3871082192163819
desktop,2017-12-06 21:24:00,5,2017-12-06 21:24:00,13145635003255722
touch,2018-01-18 08:43:00,3,2018-01-18 08:40:00,15038850742763090
desktop,2017-11-05 21:37:00,4,2017-11-05 21:20:00,16310313122972686
desktop,2017-06-19 16:22:00,4,2017-06-19 16:21:00,8773521397029170
desktop,2018-04-11 08:10:00,3,2018-04-11 08:05:00,9952890720014930
touch,2017-10-06 17:44:00,4,2017-10-06 17:22:00,15563641631116578
touch,2018-02-28 19:30:00,3,2018-02-28 19:27:00,8391386379027057
desktop,2017-11-04 18:34:00,4,2017-11-04 18:21:00,11463718961998430
desktop,2018-02-19 09:21:00,5,2018-02-19 09:17:00,4903778422614332
desktop,2018-01-07 17:17:00,5,2018-01-07 16:50:00,730978195433606
touch,2018-05-06 18:13:00,4,2018-05-06 18:12:00,16839380598691984
desktop,2017-12-14 00:43:00,4,2017-12-14 00:21:00,16402203295494328
desktop,2018-05-02 15:19:00,4,2018-05-02 15:18:00,8879146160879294
desktop,2018-01-07 21:58:00,5,2018-01-07 21:53:00,11444542730195526
desktop,2017-11-01 16:24:00,3,2017-11-01 16:10:00,1836950036746836
desktop,2017-06-02 09:36:00,2,2017-06-02 09:10:00,8732337492007900
desktop,2017-11-12 00:20:00,4,2017-11-12 00:10:00,8323168546563573
desktop,2017-06-06 09:17:00,10,2017-06-06 09:15:00,14285655013755756
desktop,2017-09-02 16:40:00,5,2017-09-02 16:38:00,403251787804316
touch,2018-01-07 23:14:00,4,2018-01-07 23:14:00,1901275283164908
desktop,2018-03-08 17:07:00,5,2018-03-08 17:05:00,2165352256659689
desktop,2017-09-03 16:47:00,1,2017-09-03 16:40:00,12858289778124534
desktop,2017-10-01 23:19:00,2,2017-10-01 23:02:00,11768149427665474
desktop,2017-09-26 16:31:00,2,2017-09-26 16:24:00,11587636501825094
touch,2017-10-26 09:48:00,4,2017-10-26 09:47:00,10522548829549714
desktop,2017-06-05 14:07:00,4,2017-06-05 14:01:00,2335141714027012
desktop,2018-02-26 13:55:00,2,2018-02-26 13:53:00,11099068423235366
desktop,2018-01-07 19:20:00,4,2018-01-07 19:20:00,15746302420872060
touch,2017-10-28 06:41:00,5,2017-10-28 06:40:00,18119133301027988
desktop,2017-07-18 09:01:00,3,2017-07-18 08:52:00,13300439373586698
desktop,2018-03-06 13:16:00,3,2018-03-06 13:10:00,11350817748550464
desktop,2018-04-24 15:48:00,3,2018-04-24 15:46:00,17741741710411192
desktop,2017-09-01 12:27:00,3,2017-09-01 12:14:00,6881505313434084
desktop,2017-12-01 15:44:00,2,2017-12-01 15:24:00,4983399940135432
touch,2017-09-21 18:09:00,5,2017-09-21 17:52:00,13638591891714942
desktop,2017-10-04 15:56:00,2,2017-10-04 15:19:00,10076108931468800
desktop,2017-09-16 20:18:00,5,2017-09-16 20:08:00,13910377941672840
touch,2017-09-05 12:55:00,5,2017-09-05 12:55:00,768269464449720
touch,2017-12-05 18:58:00,4,2017-12-05 18:58:00,11007658605171130
touch,2018-05-28 09:08:00,5,2018-05-28 09:04:00,8359198711504782
desktop,2017-08-29 12:19:00,5,2017-08-29 12:17:00,14175412337864536
desktop,2017-11-05 18:22:00,5,2017-11-05 18:00:00,1092891664938934
desktop,2018-04-12 15:23:00,9,2018-04-12 15:16:00,11947843624780930
desktop,2017-09-29 11:35:00,4,2017-09-29 11:33:00,215130120434398
desktop,2017-11-22 16:54:00,5,2017-11-22 16:54:00,6514885460038033
desktop,2017-12-16 10:43:00,4,2017-12-16 10:34:00,12266827943519962
desktop,2017-08-14 22:59:00,4,2017-08-14 22:47:00,6122276105346856
desktop,2017-10-26 17:03:00,3,2017-10-26 16:59:00,10345760032739024
touch,2017-10-17 12:10:00,5,2017-10-17 12:04:00,13738992546216716
touch,2017-08-28 20:17:00,3,2017-08-28 20:17:00,5268887993888376
desktop,2018-02-13 14:10:00,2,2018-02-13 14:09:00,4487871395473181
touch,2018-03-12 17:55:00,1,2018-03-12 17:47:00,16003595757745718
touch,2017-12-21 10:22:00,1,2017-12-21 10:12:00,11169423555345428
touch,2017-09-14 20:49:00,10,2017-09-14 20:43:00,7283445282214439
touch,2017-12-16 12:37:00,3,2017-12-16 12:24:00,14974011764094880
desktop,2018-04-27 06:12:00,1,2018-04-27 06:09:00,13198782364410314
desktop,2018-05-10 18:27:00,2,2018-05-10 18:27:00,7810813166986993
desktop,2017-08-23 14:01:00,3,2017-08-23 13:57:00,7133900279152194
desktop,2018-04-16 20:00:00,3,2018-04-16 19:56:00,10894189309337368
touch,2018-03-06 11:17:00,4,2018-03-06 11:16:00,13714410452639288
desktop,2018-02-19 23:16:00,4,2018-02-19 23:05:00,13469232186114076
desktop,2017-11-20 16:32:00,5,2017-11-20 16:13:00,10116135452198588
desktop,2018-04-08 14:03:00,3,2018-04-08 14:00:00,16827198904338024
desktop,2018-02-13 20:22:00,3,2018-02-13 19:19:00,6211374384705918
desktop,2018-01-07 11:12:00,5,2018-01-07 11:12:00,14616247549166042
desktop,2017-11-23 13:52:00,2,2017-11-23 13:46:00,9979696243432620
desktop,2018-03-07 22:05:00,4,2018-03-07 21:57:00,1366952726326556
desktop,2018-03-01 16:17:00,3,2018-03-01 16:14:00,15274282519021408
desktop,2017-10-10 23:05:00,1,2017-10-10 23:02:00,14938423803289358
desktop,2017-10-27 01:24:00,4,2017-10-27 00:56:00,8202208906830099
desktop,2018-02-09 11:02:00,4,2018-02-09 11:02:00,13099203464671102
desktop,2018-02-03 13:28:00,5,2018-02-03 13:24:00,18364255069803384
desktop,2017-10-30 09:56:00,2,2017-10-30 09:54:00,16495139570108528
desktop,2017-10-13 13:50:00,5,2017-10-13 13:34:00,6432565005679266
touch,2017-12-27 00:30:00,2,2017-12-27 00:29:00,10100093410123310
touch,2017-07-22 17:42:00,5,2017-07-22 17:40:00,8045055206474661
desktop,2018-01-21 16:09:00,3,2018-01-21 16:07:00,34499980130041
desktop,2017-06-27 14:21:00,3,2017-06-27 14:19:00,1456499255220743
desktop,2017-10-03 13:07:00,10,2017-10-03 12:22:00,4972803400122187
desktop,2017-09-26 12:43:00,2,2017-09-26 12:35:00,10362067780513702
desktop,2018-02-08 16:24:00,3,2018-02-08 16:22:00,8244523185941812
desktop,2018-01-09 11:09:00,2,2018-01-09 10:55:00,7123499271024104
touch,2017-10-30 08:47:00,5,2017-10-30 08:37:00,17389496657770944
desktop,2017-10-21 12:50:00,5,2017-10-21 12:49:00,10063131502932180
desktop,2017-10-23 23:57:00,4,2017-10-23 23:35:00,1267824089608584
desktop,2017-06-09 12:17:00,3,2017-06-09 12:17:00,254473186079808
touch,2017-12-15 15:11:00,4,2017-12-15 15:02:00,4252416449084480
desktop,2018-02-26 13:05:00,2,2018-02-26 12:39:00,18274511472274980
touch,2018-05-13 07:06:00,4,2018-05-13 07:04:00,11412166867887752
touch,2017-07-22 18:14:00,3,2017-07-22 18:02:00,5149937389755827
desktop,2017-07-29 19:29:00,2,2017-07-29 19:22:00,7810813166986993
desktop,2018-01-13 10:40:00,9,2018-01-13 10:32:00,4393179376813230
touch,2017-12-06 13:50:00,4,2017-12-06 13:49:00,13137720593077232
touch,2018-01-07 09:34:00,3,2018-01-07 09:33:00,13034612524625496
desktop,2018-05-05 10:22:00,3,2018-05-05 10:13:00,15667442635413830
desktop,2017-10-01 21:19:00,5,2017-10-01 21:17:00,17240314902547772
desktop,2018-05-11 12:49:00,2,2018-05-11 12:49:00,8139022135298461
desktop,2017-06-15 11:18:00,4,2017-06-15 11:17:00,728267653531156
desktop,2018-04-04 17:47:00,3,2018-04-04 17:36:00,5398027778243275
touch,2017-10-26 08:14:00,1,2017-10-26 07:59:00,8528586549860789
desktop,2017-10-22 23:23:00,4,2017-10-22 22:53:00,3290454438291432
touch,2017-07-15 20:19:00,4,2017-07-15 20:16:00,13363308793550730
desktop,2017-07-02 21:14:00,4,2017-07-02 21:11:00,3737258172312157
desktop,2017-07-17 10:43:00,1,2017-07-17 10:09:00,14361721482230670
desktop,2018-03-23 15:00:00,2,2018-03-23 14:50:00,579119101501316
desktop,2018-04-17 07:48:00,3,2018-04-17 07:47:00,14211613289909626
desktop,2018-02-17 11:04:00,1,2018-02-17 10:50:00,1420023642689064
desktop,2018-04-06 15:04:00,3,2018-04-06 15:03:00,6334059917212456
touch,2017-10-12 22:11:00,10,2017-10-12 22:10:00,4202133550890466
desktop,2017-08-29 09:54:00,5,2017-08-29 09:52:00,16696947411848896
desktop,2017-11-17 10:24:00,4,2017-11-17 10:22:00,7667416067356341
touch,2017-09-10 10:34:00,9,2017-09-10 10:34:00,13562097833212422
desktop,2017-12-11 16:04:00,1,2017-12-11 16:02:00,12360781559360052
desktop,2018-01-14 16:46:00,3,2018-01-14 16:24:00,1264944492118540
touch,2017-10-08 11:35:00,4,2017-10-08 11:31:00,11477241341571900
touch,2017-10-13 00:15:00,4,2017-10-13 00:14:00,4524433163319093
desktop,2017-12-25 11:49:00,2,2017-12-25 10:33:00,13858184325498160
desktop,2017-11-14 19:55:00,3,2017-11-14 19:46:00,3553776892808842
desktop,2018-01-15 22:08:00,4,2018-01-15 22:05:00,3489598607735134
desktop,2017-12-16 01:32:00,3,2017-12-16 01:19:00,7389447464715322
desktop,2018-03-26 11:03:00,5,2018-03-26 10:58:00,1008786160322421
desktop,2018-05-16 21:01:00,5,2018-05-16 20:23:00,8553917407026090
desktop,2018-03-26 08:37:00,5,2018-03-26 08:29:00,4895471512991216
desktop,2018-03-25 16:06:00,4,2018-03-25 15:50:00,5194872953829644
desktop,2018-02-15 16:42:00,2,2018-02-15 16:16:00,996889671716872
desktop,2017-09-11 21:19:00,5,2017-09-11 21:17:00,18180729934938476
desktop,2017-12-12 11:12:00,4,2017-12-12 10:55:00,7778786029473174
desktop,2017-12-12 00:24:00,3,2017-12-12 00:15:00,7026272763226102
touch,2018-04-05 21:05:00,4,2018-04-05 21:04:00,13255014780640888
desktop,2018-01-24 20:46:00,2,2018-01-24 20:21:00,10928771694821180
touch,2018-05-24 09:34:00,4,2018-05-24 09:32:00,625672152200307
touch,2017-11-08 00:04:00,4,2017-11-08 00:01:00,1944592694294454
desktop,2018-01-25 01:28:00,4,2018-01-25 01:08:00,17790067871321192
desktop,2018-03-27 14:13:00,5,2018-03-27 13:33:00,741983648244775
touch,2017-10-04 09:44:00,1,2017-10-04 09:30:00,8269140536786183
touch,2017-10-22 08:55:00,4,2017-10-22 08:46:00,9523987714935776
desktop,2017-11-05 23:07:00,3,2017-11-05 23:07:00,12567256889936090
desktop,2017-06-19 13:06:00,4,2017-06-19 13:06:00,10648254018429326
desktop,2018-01-15 23:49:00,3,2018-01-15 23:49:00,15340945166529228
touch,2017-12-05 22:46:00,3,2017-12-05 22:39:00,7679273024721265
desktop,2018-03-30 09:06:00,2,2018-03-30 08:56:00,13550809671577322
desktop,2017-09-20 12:08:00,5,2017-09-20 11:57:00,16175107231234992
desktop,2017-09-22 16:48:00,5,2017-09-22 16:44:00,7418985735213476
touch,2018-01-20 12:49:00,3,2018-01-20 12:17:00,15037483590856308
desktop,2018-02-12 08:28:00,10,2018-02-12 08:27:00,3024847745900603
desktop,2017-11-08 12:29:00,4,2017-11-08 11:44:00,13466299710190326
desktop,2017-11-13 18:30:00,9,2017-11-13 18:30:00,8503835605850807
touch,2017-10-29 12:23:00,4,2017-10-29 12:22:00,7680955164366640
desktop,2017-11-11 19:57:00,2,2017-11-11 19:38:00,13841916497532888
touch,2018-03-01 14:37:00,1,2018-03-01 14:34:00,7713650102809517
desktop,2017-11-13 11:05:00,2,2017-11-13 11:02:00,611703853210076
desktop,2018-02-01 22:45:00,10,2018-02-01 22:42:00,5320169492357370
touch,2018-02-15 15:17:00,4,2018-02-15 15:17:00,12628388058059616
desktop,2017-07-25 12:23:00,10,2017-07-25 12:14:00,9655057281258826
touch,2018-03-27 18:00:00,5,2018-03-27 17:58:00,11264652248279896
desktop,2017-06-09 13:32:00,4,2017-06-09 13:29:00,7001954295263830
touch,2017-08-19 00:46:00,3,2017-08-19 00:43:00,18239929625781492
desktop,2018-01-17 09:39:00,2,2018-01-17 09:20:00,13861787462523858
touch,2017-07-29 02:32:00,5,2017-07-29 02:30:00,15441969675394852
touch,2017-06-08 20:05:00,3,2017-06-08 20:03:00,16166533826152660
desktop,2018-01-13 12:39:00,5,2018-01-13 12:22:00,3364982878538104
touch,2017-07-17 18:27:00,3,2017-07-17 18:19:00,9450119618013852
touch,2017-11-07 21:48:00,3,2017-11-07 21:47:00,3719607015332078
desktop,2017-10-26 17:42:00,3,2017-10-26 17:38:00,8674056783087502
touch,2018-05-13 07:27:00,2,2018-05-13 07:26:00,11251663936164700
touch,2017-07-28 21:30:00,5,2017-07-28 21:29:00,7978886670356241
desktop,2017-10-01 11:51:00,5,2017-10-01 11:50:00,14713624710095916
touch,2017-10-15 00:14:00,3,2017-10-15 00:13:00,7116380596024863
desktop,2017-12-12 19:35:00,4,2017-12-12 19:32:00,15467596040468278
desktop,2017-10-20 15:27:00,4,2017-10-20 15:22:00,3108691064673356
desktop,2017-12-30 21:28:00,1,2017-12-30 21:12:00,4080184681909140
touch,2018-02-08 08:51:00,4,2018-02-08 08:50:00,12497398573575736
desktop,2018-01-21 19:22:00,9,2018-01-21 19:00:00,18047546465018780
touch,2017-07-21 16:28:00,5,2017-07-21 16:26:00,9486402722574840
desktop,2017-10-30 20:57:00,4,2017-10-30 20:55:00,11862720856369732
desktop,2018-05-30 00:29:00,4,2018-05-30 00:24:00,17201327802457746
desktop,2017-07-15 10:56:00,2,2017-07-15 10:35:00,11255648391090536
desktop,2017-10-02 13:45:00,2,2017-10-02 13:44:00,2934551558029498
touch,2018-01-19 16:48:00,1,2018-01-19 16:25:00,11165714909670062
desktop,2018-04-05 09:41:00,5,2018-04-05 09:25:00,2033772735508149
desktop,2017-10-27 20:31:00,3,2017-10-27 20:03:00,9851100679494816
desktop,2017-09-20 14:49:00,5,2017-09-20 14:48:00,7666764147935859
desktop,2018-02-11 17:29:00,5,2018-02-11 17:29:00,12071729105757020
desktop,2017-06-06 17:54:00,4,2017-06-06 17:28:00,12011887239981600
touch,2018-01-22 17:28:00,2,2018-01-22 17:26:00,12607166016240346
touch,2017-09-08 22:59:00,5,2017-09-08 22:57:00,18011468463264238
desktop,2018-05-29 16:28:00,3,2018-05-29 16:23:00,5598495400237038
desktop,2018-02-16 16:21:00,3,2018-02-16 16:15:00,8621268512470831
touch,2018-02-11 17:38:00,5,2018-02-11 17:37:00,10378071656778370
desktop,2018-04-28 19:47:00,5,2018-04-28 19:39:00,10670571143318904
desktop,2018-05-26 23:20:00,5,2018-05-26 23:18:00,11310464889929552
desktop,2017-12-02 12:37:00,10,2017-12-02 12:16:00,5042903093193677
desktop,2017-06-04 01:04:00,5,2017-06-04 00:59:00,7561528719988370
desktop,2017-11-17 15:44:00,4,2017-11-17 15:21:00,6207530216697327
desktop,2018-02-07 00:45:00,5,2018-02-07 00:41:00,5331649614818273
touch,2017-09-23 21:16:00,4,2017-09-23 21:14:00,392285029677544
desktop,2018-02-16 19:14:00,4,2018-02-16 19:03:00,14235706377045992
desktop,2018-02-22 15:17:00,3,2018-02-22 15:15:00,13236487857761648
desktop,2017-11-30 15:33:00,3,2017-11-30 15:04:00,10403169074343194
desktop,2017-11-07 17:02:00,5,2017-11-07 16:58:00,7210964715726382
desktop,2017-08-15 20:39:00,5,2017-08-15 20:37:00,5405970700458050
desktop,2018-01-13 15:46:00,1,2018-01-13 15:28:00,8694591248646124
desktop,2017-09-01 19:54:00,4,2017-09-01 19:51:00,3535140191192284
desktop,2017-07-10 23:14:00,1,2017-07-10 23:13:00,18187525112010880
desktop,2017-12-31 16:45:00,4,2017-12-31 16:38:00,2211515245081864
desktop,2017-10-17 19:34:00,5,2017-10-17 19:09:00,16133707506202036
touch,2017-12-12 14:49:00,4,2017-12-12 14:48:00,13170696860059526
desktop,2017-10-19 17:21:00,3,2017-10-19 17:21:00,3818846167718284
desktop,2017-10-04 19:59:00,4,2017-10-04 19:57:00,13150517778749758
touch,2017-07-26 14:16:00,4,2017-07-26 14:13:00,1554267669705992
desktop,2018-05-30 17:13:00,2,2018-05-30 17:10:00,17233438012882456
touch,2018-05-05 11:44:00,3,2018-05-05 11:16:00,14196561486344956
desktop,2017-09-28 15:46:00,2,2017-09-28 14:50:00,2657013593794820
desktop,2018-03-18 12:42:00,5,2018-03-18 12:37:00,17961998355366346
desktop,2017-08-21 15:36:00,4,2017-08-21 15:30:00,11490668969605180
touch,2017-10-07 19:26:00,3,2017-10-07 19:26:00,9692769160596776
touch,2018-05-04 03:15:00,2,2018-05-04 03:14:00,17216401699621982
touch,2018-01-22 10:37:00,3,2018-01-22 10:33:00,9454838763493138
desktop,2017-11-27 14:53:00,1,2017-11-27 14:35:00,18295771519195088
desktop,2017-09-12 22:13:00,2,2017-09-12 22:13:00,3793643839195986
desktop,2018-02-20 11:06:00,5,2018-02-20 10:38:00,13975932056717210
desktop,2017-09-22 23:09:00,4,2017-09-22 23:08:00,8347721019948705
touch,2018-05-10 20:26:00,4,2018-05-10 20:20:00,10518647413921806
desktop,2017-12-18 20:58:00,2,2017-12-18 20:56:00,10623964780273992
desktop,2017-07-21 20:06:00,1,2017-07-21 11:04:00,2909927403543288
desktop,2018-05-07 11:01:00,1,2018-05-07 10:59:00,11255648391090536
touch,2018-03-03 17:41:00,5,2018-03-03 17:39:00,10762210779928400
desktop,2017-09-27 00:18:00,2,2017-09-27 00:17:00,17462556079298894
desktop,2017-07-22 11:31:00,2,2017-07-22 10:13:00,18027222598828836
desktop,2018-02-25 20:46:00,5,2018-02-25 20:37:00,13096992947283938
touch,2018-03-10 01:30:00,4,2018-03-10 01:28:00,973443605533901
touch,2018-05-14 08:41:00,5,2018-05-14 08:28:00,3887050389303872
desktop,2017-11-05 21:17:00,3,2017-11-05 20:39:00,4473895657176793
desktop,2018-02-20 17:52:00,3,2018-02-20 17:47:00,16459789596539716
desktop,2018-02-25 20:17:00,3,2018-02-25 20:15:00,13083944879797740
desktop,2017-07-19 22:24:00,3,2017-07-19 22:23:00,16487126196517770
desktop,2017-06-14 17:55:00,4,2017-06-14 17:53:00,18243610800554968
desktop,2017-11-03 00:30:00,4,2017-11-03 00:25:00,17633544761771986
touch,2018-03-28 18:30:00,3,2018-03-28 18:25:00,1281413482748368
desktop,2018-03-19 14:52:00,4,2018-03-19 14:51:00,930537735766210
desktop,2017-12-20 16:17:00,3,2017-12-20 16:17:00,1501363478985387
desktop,2017-11-25 11:41:00,4,2017-11-25 11:38:00,12461037127950414
desktop,2017-11-08 17:04:00,5,2017-11-08 17:03:00,1287336019407188
touch,2017-10-17 09:52:00,9,2017-10-17 09:51:00,14857882968971938
desktop,2018-02-10 15:48:00,4,2018-02-10 15:44:00,2075550203809796
desktop,2017-12-22 15:04:00,3,2017-12-22 15:01:00,9335832000708686
desktop,2017-11-24 21:13:00,5,2017-11-24 21:09:00,15782040060095636
touch,2018-02-09 13:05:00,3,2018-02-09 13:03:00,16357857096970600
touch,2017-10-06 11:02:00,1,2017-10-06 10:59:00,5626372481103668
desktop,2018-02-27 02:33:00,2,2018-02-27 02:29:00,13699609710727520
touch,2017-09-26 13:20:00,1,2017-09-26 12:54:00,16851151135404080
touch,2017-10-29 16:43:00,3,2017-10-29 16:43:00,17116881215620798
desktop,2017-06-07 14:18:00,4,2017-06-07 14:18:00,18327479275336604
desktop,2018-02-26 19:03:00,3,2018-02-26 19:01:00,1098130920964887
desktop,2017-11-15 15:29:00,10,2017-11-15 15:13:00,10903099696151602
desktop,2018-01-12 17:39:00,2,2018-01-12 17:34:00,3706363184142281
desktop,2017-10-30 15:34:00,5,2017-10-30 15:21:00,6138378732699520
touch,2018-01-01 21:30:00,3,2018-01-01 21:24:00,4184451771281656
